column,Flag_6,Flag_7,Flag_8,Flag_9,Flag_10,Flag_11,Flag_12,Flag_13,Flag_14,Flag_15,Flag_16,Flag_17
FORM>10,0.1171571687398182,0.1274036631598179,0.1324279471993422,0.1393705942357759,0.145156133432804,0.1472419725643641,0.1505458199479301,0.1554178529559537,0.1559964068756565,0.1584324233796684,0.1579756702851661,0.1602289855513771
FORM>30,0.1512613997959836,0.163304456387692,0.1760783179306039,0.1799911694401729,0.185152479408048,0.1919885507224311,0.1945159178453434,0.1992204747187162,0.2012301883345259,0.2045949361306923,0.2058433945889983,0.2082946361961602
TECRUBE>0,0.1298701298701298,0.1427048918256421,0.1557832554315555,0.1677958618169638,0.1714042112635313,0.173611851220292,0.176717772262907,0.1823053851189841,0.1854722065741995,0.18557878229625,0.1835842937835904,0.1872383185396081
TECRUBE>1,0.0952330202037118,0.1046269088473074,0.1182838263729236,0.1255309754723588,0.131149038534736,0.1333871286977969,0.1378480839207685,0.1424156148657907,0.1460696396218084,0.1480793532376181,0.1488253832919718,0.1511243738676329
TECRUBE>2,0.0866765122333703,0.0984607420715275,0.1127418888262968,0.1199129124099815,0.1257593520196099,0.1283628446582725,0.1297787792512294,0.1343158599899514,0.1378480839207685,0.1417457103271874,0.1429332683728932,0.1483229548880193
SIKLIK>1,0.1698360256390737,0.1833559172363393,0.1933588100059378,0.2020827941109301,0.2082794110930101,0.2136995478144364,0.2153438589546444,0.2202920174784184,0.2214034500083738,0.2214795755241241,0.2225605578477794,0.2219667788249265
SIKLIK>2,0.2226519084666798,0.2438909273610328,0.262282851966322,0.2729099739650736,0.2824256634338697,0.287008419482042,0.2893530853671534,0.295062499048431,0.2978182427185944,0.3024618991793669,0.3034819810904219,0.3042736864542257
