Category,Count
Female,0.12
Male,-0.04
21-27,-0.0030020662116279073
28-34,-0.05126510848472121
14-20,-0.1882383562231501
35-41,0.1145276265267201
42-48,0.2279994239107257
49-55,0.42682839714759035
55+,0.9086678512105208
