Category,Count
Female,-0.1
Male,0.04
21-27,0.12442630091600093
28-34,0.05348725639160956
14-20,-0.03386656434460489
35-41,-0.17860629723783195
42-48,-0.31874884508052204
49-55,-0.432068191174495
55+,-0.6454570659970853
