Category,Count
Female,0.23
Male,-0.09
21-27,-0.1058954882619868
28-34,0.08836776982274075
14-20,0.05697965892489165
35-41,0.0766756546452636
42-48,0.0698511778394757
49-55,0.034301232478204824
55+,-0.2007101313699471
